text,label,fold,clean_text
"I had purchased this deal of off groupon. Lets just say we found a bunch of hidden treasures. when We layed down to sleep in our bed. We lifted our blanket and found very distubing spotting on our bed (attached in photos), we immediatly called the front desk. The only thing they offered was a new set of sheets. when the room service men came to change the sheets he brought us another one with a big red stain on it and quickly/hid changed it before we seen it and he apologized and offered to bring us new ones once again. we denied since it was so late and just slept on the sheets the appeared to be clean. Then next day i eagerly showed the fronk desk and manager the photos, and they offered me a ($68) refund. I was very dissapointed,and dirty sheets that made us very uncomfortable and sleepless and I broke out on my face with ACNE (i never had a acne or skin issues) im positive something in those dirtyy sheets. We drove 4.5 hours to enjoy Chicago and we stayed @ the hard rock based on reputatuion, and unfortunitly we were very disspointed. it was DISGUSTING! I then wrote a Email to management and HEARD NOTHING BACK. NOT even a response or apology. I just really expected alot more.",truthful,2,purchased deal groupon let say found bunch hidden treasure layed sleep bed lifted blanket found distubing spotting bed attached photo immediatly called front desk thing offered new set sheet room service men came change sheet brought u another one big red stain quicklyhid changed seen apologized offered bring u new one denied since late slept sheet appeared clean next day eagerly showed fronk desk manager photo offered refund dissapointedand dirty sheet made u uncomfortable sleepless broke face acne never acne skin issue im positive something dirtyy sheet drove hour enjoy chicago stayed hard rock based reputatuion unfortunitly disspointed disgusting wrote email management heard nothing back not even response apology really expected alot
"Rooms are so dark we had to insist they bring lamps so we could see. The room we had at almost $400 a night was dingy and small. Don't mistakingly think the Hard Rock Cafe is there, it isn't. They have a Chinese restaurant that is overpriced and limited on items. The room service menu is broken down in terms of times you can order certain foods. When my wife wanted a milk shake we had to call the Manager to have it made since the kitchen staff said it wasn't a choice. The Rolled Roast beef sandwich was listed under the 2 am choice and they refused to make it untill again, we called the Manager who did get it to us. The staff did appear friendly, although housekeeping totally disregarded our 'do not disturb' sign and would call us on the phone. Don't make the mistake of staying here but if you do, walk across the street and buy snacks you want because even a soda is $3 plus 19% gratuity. We ended up having to order delivery food brought to us. This is the most overpriced, over rated and dingy hotel we've ever stayed in. Taxi to airport is $40.",truthful,2,room dark insist bring lamp could see room almost night dingy small dont mistakingly think hard rock cafe isnt chinese restaurant overpriced limited item room service menu broken term time order certain food wife wanted milk shake call manager made since kitchen staff said wasnt choice rolled roast beef sandwich listed choice refused make untill called manager get u staff appear friendly although housekeeping totally disregarded not disturb sign would call u phone dont make mistake staying walk across street buy snack want even soda plus gratuity ended order delivery food brought u overpriced rated dingy hotel weve ever stayed taxi airport
"This hotel was chosen for me for a business convention. The lobby was pretty cool. But the rooms were tiny and very dark. I had a huge picture of Kiss above my toilet. It was very hard to do my makeup or read because of the lighting. The location is OK. You have to walk a few blocks to get to the best part of Michigan Ave, but its not too bad. Be prepared for some sad sights after dark. Apparently panhandling is permitted in Chicago ( some cities will give you a ticket for begging) because at night, the beggars come out. The saddest thing i saw was an older woman with her two grandkids sitting on a curb in the freezing snow on a -5 temp night. Those kids looked terrible. Unfortunatly its all up and down the wealthiest part of the city. You don't see so many in the daylight. Also the room service at the Hard Rock is pretty good. Its plenty for 2 people. I would not stay here again though. I suggest the Omni Hotel.",truthful,2,hotel chosen business convention lobby pretty cool room tiny dark huge picture kiss toilet hard makeup read lighting location ok walk block get best part michigan ave not bad prepared sad sight dark apparently panhandling permitted chicago city give ticket begging night beggar come saddest thing saw older woman two grandkids sitting curb freezing snow temp night kid looked terrible unfortunatly wealthiest part city dont see many daylight also room service hard rock pretty good plenty people would not stay though suggest omni hotel
"HI HO HI HO, off to Chicago we go. Here's the skinny, if you're hoping to run into a washed up rock star (CeCe Deville for us, and no the teenagers had no idea who he was) you may want to spend your hard earned money here. I took my younger sister and a couple of her friends (teenagers) for an overnighter in Chicago on our way to Wisconsin. I chose the Hard Rock for the ambiance. I mean come on it is supposed to be ""COOL"". Well it wasn't. The Positives: *It is in the Carbon & Carbide Building, which is beautiful. *The location: it sits in the middle of everything *The lobby has two computers for guest use. *The fitness center is very nice. Cardio machines have individual TV's and there are head phones in case you forgot yours. They have protein bars for those that like them for a post workout snack. *Check-in and out was quick and Valet was very courteous. The Negatives: *The rooms were small and ours wasn't clean (pistachio shells on the floor). The rooms were painted purplish gray (we were on the Prince floor) with a picture of Bob Marley hanging on one of the walls. The girls thought the coolest part about the hotel was the fuzzy throw pillows. *Bathroom had only a shower and not a full tub. *The cable reception was poor; I kept looking for the bunny ears to fix the picture. *It isn't anywhere near the Hard Rock Cafe. *There was very little memorabilia. *There is no pool, and yes I knew this when I made the reservation. To wrap it up, I won't be staying here again. If I am going to drop almost 4 Benjamins on a hotel room, I will stay at the Palmer House Hilton. But that is a whole different review.",truthful,2,hi ho hi ho chicago go here skinny youre hoping run washed rock star cece deville u no teenager no idea may want spend hard earned money took younger sister couple friend teenager overnighter chicago way wisconsin chose hard rock ambiance mean come supposed cool well wasnt positive carbon carbide building beautiful location sits middle everything lobby two computer guest use fitness center nice cardio machine individual tv head phone case forgot protein bar like post workout snack checkin quick valet courteous negative room small wasnt clean pistachio shell floor room painted purplish gray prince floor picture bob marley hanging one wall girl thought coolest part hotel fuzzy throw pillow bathroom shower not full tub cable reception poor kept looking bunny ear fix picture isnt anywhere near hard rock cafe little memorabilia no pool yes knew made reservation wrap wont staying going drop almost benjamin hotel room stay palmer house hilton whole different review
"My wife and I just spent a long weekend at the Hardrock Chicago hotel, and although I am not one to normally write long email, I felt it necessary to bring some of the disappointing experiences from our recent syat (2/14 to 2/17) to your attention.Issues included: Our friends ordered chocolate covered strawberries to be delivered to our room upon arriving on 2/14 and we never got them. Our friends later (on 2/16) asked us if we had received the strawberries, and we responded no. They then brought this to the attention of the hotel and we were pleasantly surprised to have received a complimentary bottle of champagne. We were then disappointed again, upon checking out, however, when we were accidentally billed for the ""complimentary"" champagne - which was later subtracted from our bill. The in-room DVD player didn't work. It was approximately 11 PM on 2/15 when we called the front desk for help with trouble-shooting the issue. The person responded friendly that ""Al, the engineer, will be calling you back shortly"" to help. 10 minutes later there was a knock on the door, and it was Al. A great and friendly guy, but we were waiting for a call back, not the arrival of a service tech - keep in mind it was late and we were already in bed. When Al was not able to fix the DVD player, he graciously told us ""order a movie on us"" - thru the in-house movie selection. The problem: that didn't work either. Again, Al was awesome, and called the service provider, but they weren't able to fix it until after midnight. Finally, after midnight Al called us back, but by then the ""movie watching"" mood had sort of passed. I ended up watching the film ""Hitman"" alone as my wife had already gone to sleep.The thermostat in our room didn't work, regardless of the temperature we set it to (set to 65 degrees - actual temperature = 76 degrees). We had so many other unresolved issues that we didn't feel it necessary to voice any more. ...read more",truthful,2,wife spent long weekend hardrock chicago hotel although not one normally write long email felt necessary bring disappointing experience recent syat attentionissues included friend ordered chocolate covered strawberry delivered room upon arriving never got friend later asked u received strawberry responded no brought attention hotel pleasantly surprised received complimentary bottle champagne disappointed upon checking however accidentally billed complimentary champagne later subtracted bill inroom dvd player didnt work approximately pm called front desk help troubleshooting issue person responded friendly al engineer calling back shortly help minute later knock door al great friendly guy waiting call back not arrival service tech keep mind late already bed al not able fix dvd player graciously told u order movie u thru inhouse movie selection problem didnt work either al awesome called service provider werent able fix midnight finally midnight al called u back movie watching mood sort passed ended watching film hitman alone wife already gone sleepthe thermostat room didnt work regardless temperature set set degree actual temperature degree many unresolved issue didnt feel necessary voice read
"This is a tough one to review... as the star ratings were from 1 star to 5 and had to figure out an average.... 2 is where it was. Here are my tips and props/complaints: Room: 1 Star. I had a corner suite. The room was pretty nasty actually (2703..STAY AWAY FROM IT!!!). There was a CONSTANT banging noise from above. When I first got in I thought it was the person above me bumping and grinding. After an hour, I knew even if it was someone high on speed and redbull would not be going that strong. Well, the sound continued on for 3 days. Not that I minded too much as I keep things on for white noise... but it sure would bug others. Also, there were about 10 cig burns on the carpet and sofa. In addition, it looked like someone left the iron on the sofa. Also, there is a gray furry pillow on the bed that looks like a big dead rat. I could not imagine all the DNA left on that thing either. *gags* Bathroom: Nice size but not great. The faucet was lose (really lose) and the toilet would not flush right. Service: Great. Everyone I encountered did a great job making me feel welcome. Good stuff. Food: I had meetings there, so experienced the breakfast and lunch they made. It was really good... much better than most hotels. Bar: Very cool. Good music, great service and good drinks. The scene was decent as well. Small bar, but was not cramped. So, maybe other rooms are nicer... well hell they better be. Regardless, if ONE room is like that (especially a ""suite""), I have to think others are like that as well. It is too bad though. The views are great and they actually have windows that open... big shocker for the city in general!",truthful,2,tough one review star rating star figure average tip propscomplaints room star corner suite room pretty nasty actually stay away constant banging noise first got thought person bumping grinding hour knew even someone high speed redbull would not going strong well sound continued day not minded much keep thing white noise sure would bug others also cig burn carpet sofa addition looked like someone left iron sofa also gray furry pillow bed look like big dead rat could not imagine dna left thing either gag bathroom nice size not great faucet lose really lose toilet would not flush right service great everyone encountered great job making feel welcome good stuff food meeting experienced breakfast lunch made really good much better hotel bar cool good music great service good drink scene decent well small bar not cramped maybe room nicer well hell better regardless one room like especially suite think others like well bad though view great actually window open big shocker city general
"My wife and I just spent the Labor Day weekend in the city, choosing the Hard Rock Hotel as our pad. We've stayed at the HRH in Orlando twice and are blown away by the ambience there. It's not that way here. These may be all ticky tacky things, but they added up to us. First of all, the room. We upgraded our reservation thru the HRH website for a room with ""an Incredible view"". Well, our 9th floor view was of nothing more than the venting on top of the building next to us. That was all we could see. So there was no view. The room was muggy. We had the air turned down all the way and it never got below 74. We woke up sweaty both days. When we opened the window to get a breeze, the noise from the rooftop next to us was overbearing. The room was small and dark, but it didn't bother us that much. The bed may have been the mosr comfortable bed I ever slept in. And we even joked about stealing the pillows! We had the same issue with the honor bar as a previous poster, but they removed the charges no prob. Throughout the entire hotel, I counted a total of 3 pieces of music memorabilia. I thought it was a pretty cheesy attempt to renovate an old hotel, throw a Styx guitar on the wall, and slap a HRH emblem on the outside. The hotel itself was very clean and did not look like a renovation. The location is good, right on the south end of the mag mile, but there are 10-15 better hotels in a better location to shopping, quality eats, and Navy Pier. If you have a car, parking will cost you $38/day, which is prob normal for downtown. The hotel restaurant was a Chinese restaurant. The bar was small and trendy, and I guess the kicker to it all was that my wife tried to order a Pina Colada and they told us they didn't have a blender. WHAAT???? A HRH without a blender? Did they not know that Jimmy Buffet was in town???? Mind blowing! I would never, never, never go back here. Like I said, there are many better hotels in much better locations. I will stay at the HRH in Orlando or elsewhere again.",truthful,2,wife spent labor day weekend city choosing hard rock hotel pad weve stayed hrh orlando twice blown away ambience not way may ticky tacky thing added u first room upgraded reservation thru hrh website room incredible view well th floor view nothing venting top building next u could see no view room muggy air turned way never got woke sweaty day opened window get breeze noise rooftop next u overbearing room small dark didnt bother u much bed may mosr comfortable bed ever slept even joked stealing pillow issue honor bar previous poster removed charge no prob throughout entire hotel counted total piece music memorabilia thought pretty cheesy attempt renovate old hotel throw styx guitar wall slap hrh emblem outside hotel clean not look like renovation location good right south end mag mile better hotel better location shopping quality eats navy pier car parking cost day prob normal downtown hotel restaurant chinese restaurant bar small trendy guess kicker wife tried order pina colada told u didnt blender whaat hrh without blender not know jimmy buffet town mind blowing would never never never go back like said many better hotel much better location stay hrh orlando elsewhere
"I was scheduled to stay at the Hard Rock in June, but had to cancel. I had booked the hotel back in January. When I called six days before my arrival date to cancel, I was told that I would be charged for my stay because I did not cancel seven days in advance. I told the customer service rep that I had never heard of such a practice, but she said, in a very smug manner, that I was told back in January. I honestly don't remember being told of the cancellation policy, but think it is a unprofessional practice to capture some additional dollars since it is not an industry standard to require a seven day cancellation policy when you book directly with the hotel. I, for one, will never stay at a Hard Rock hotel and will make sure that my friends and business associaties know of this unfair practice.",truthful,2,scheduled stay hard rock june cancel booked hotel back january called six day arrival date cancel told would charged stay not cancel seven day advance told customer service rep never heard practice said smug manner told back january honestly dont remember told cancellation policy think unprofessional practice capture additional dollar since not industry standard require seven day cancellation policy book directly hotel one never stay hard rock hotel make sure friend business associaties know unfair practice
"Not worth the price. We almost stayed at a hotel for $110 a night, but instead choose the Hard Rock for $180 (a special). We were located on the ""newly renovated"" Beatles floor. The carpets in the hallways looked like they needed to be replaced. Upon entering our room we found some cool Beatles artwork along with a 3x4 foot Marilyn Manson portrait. I think they were halfway done re theming the room. At checkout they tried to charge us $11 for using the mini-bar which we didn't even open. They removed the charge right away but I wonder if they try to get unsuspecting people with that charge. Nothing special here. If you want to pay a bunch extra for some light theming then this is the place for you.",truthful,2,not worth price almost stayed hotel night instead choose hard rock special located newly renovated beatles floor carpet hallway looked like needed replaced upon entering room found cool beatles artwork along x foot marilyn manson portrait think halfway done theming room checkout tried charge u using minibar didnt even open removed charge right away wonder try get unsuspecting people charge nothing special want pay bunch extra light theming place
"My two girlfriends and I arrived at the hotel, and found the hard rock had lost our reservation. I had just called three days before and had confirmed the reservation over the phone. The rude woman at the front desk treated us like we were lying. It wasn't until I started to cause a scene in front of the line of people checking in that she finally decided that she would research the issue. Ten minuets later she found our reservation. Our room wasn't ready, we were told that it would be ready at noon; we came back at 3 and were told it was still dirty! Room was very small. The bathroom shower, sink and floor were filthy. Room service trays sit in the hallways all day. The next morning we called down to get towels, they were never brought to the room, we had to drip dry. The only positive experience at the hotel was the concierge Christopher. He knew everything about the city and sent us to the perfect nightclub.",truthful,2,two girlfriend arrived hotel found hard rock lost reservation called three day confirmed reservation phone rude woman front desk treated u like lying wasnt started cause scene front line people checking finally decided would research issue ten minuet later found reservation room wasnt ready told would ready noon came back told still dirty room small bathroom shower sink floor filthy room service tray sit hallway day next morning called get towel never brought room drip dry positive experience hotel concierge christopher knew everything city sent u perfect nightclub
"Great front desk staff, the rest of the experience was dreadful. The room service staff have to be among the most poorly trained I have ever encountered. We had to ask FOUR times for the staff not to slam the supply closet, adjacent to our room (almost in the room itself). They do these random room checks for the minibar, as if the entire budget hinged on the sale of a can of $9 peanuts. The roomservice is also equipped with walkie-talkies as loud as megaphones. If you like sleeping in on your vacation, don't stay here. Also, the hotel was under massive construction, a detail that was conveniently excluded from the website. SO we had to take the elevator with construction workers just about every time we used it. No discount because of the work and noise. I'd rather sleep in a box in the alley.",truthful,2,great front desk staff rest experience dreadful room service staff among poorly trained ever encountered ask four time staff not slam supply closet adjacent room almost room random room check minibar entire budget hinged sale peanut roomservice also equipped walkietalkies loud megaphone like sleeping vacation dont stay also hotel massive construction detail conveniently excluded website take elevator construction worker every time used no discount work noise id rather sleep box alley
"We chose to stay at a small hotel because we did were looking for a hotel with less crowds. We anticipated we would get better service in a smaller hotel, than some of the other larger high rise hotels. We did not experience very good service at the Talbott Hotel. When we checked Irena seemed very robotic and aloof. The front desk clerks were neither welcoming nor gracious. The lobby is small and the front desk is just a few feet from the front door. Each time we came into the hotel we were never greeted nor even received a smile from the staff, just a blank stare and gaze. The front desk staff was chilly and stiff, no greetings, no smiles and no personality. They had difficulty answering simple questions or requests. On the other hand the bellman Perry was great. He was sociable and very service oriented. He was aware of what is going on in the area. He recognizes the guests and he offered suggestions about things to do in the immediate area, and where to eat in the neighborhood. He is authentic and he even asked us upon our return ""how was that restaurant?"" Tim the concierge was also supportive. He gave us 10% discount coupons for shopping at the major department stores. We had the largest suite. We requested a rollaway (extra charge) when we made our reservation and we had to ask five different times to have the rollaway bed delivered to our room before it came after 10PM. When the rollaway finally came we had to call back the front desk because they did not deliver a blanket or pillow with the bed. What made our Talbott hotel experience most disappointing was that we may have never received any housekeeping unless we had asked to have our room cleaned. We were out of our room from 8AM and when we returned to our room at 4PM the rooms had not been cleaned. We called the front desk to ask to send someone. The maid rushed to clean our room while we had to shower and change for the evening. The room itself was pleasant. It did have a moldy smell and some Frabreez would have been nice to bring along since the windows do not open much. We were next to a noisy neighbor and the walls were thin. We really liked staying in this area of Chicago but expected first rate service. The service was very weak and unacceptable for this class of hotel.",truthful,2,chose stay small hotel looking hotel less crowd anticipated would get better service smaller hotel larger high rise hotel not experience good service talbott hotel checked irena seemed robotic aloof front desk clerk neither welcoming gracious lobby small front desk foot front door time came hotel never greeted even received smile staff blank stare gaze front desk staff chilly stiff no greeting no smile no personality difficulty answering simple question request hand bellman perry great sociable service oriented aware going area recognizes guest offered suggestion thing immediate area eat neighborhood authentic even asked u upon return restaurant tim concierge also supportive gave u discount coupon shopping major department store largest suite requested rollaway extra charge made reservation ask five different time rollaway bed delivered room came pm rollaway finally came call back front desk not deliver blanket pillow bed made talbott hotel experience disappointing may never received housekeeping unless asked room cleaned room returned room pm room not cleaned called front desk ask send someone maid rushed clean room shower change evening room pleasant moldy smell frabreez would nice bring along since window not open much next noisy neighbor wall thin really liked staying area chicago expected first rate service service weak unacceptable class hotel
"I am not much of a complainer, as you can see when reviewing my other posts on this site, but the Talbott provided such bad service that I feel the need to warn future travelers to Chicago: My girlfriend and I stayed at the Talbott for 2 nights in late July 2006. The first sign that something was wrong come during the initial booking of the room over the phone. The receptionist was outright rude, but took the reservation without a mistake. During our stay the hotel and restaurant staff was extraordinary incompetent, the waiters, the managers, nobody was friendly, nor tied to accommodate us. [------------------------] We and many others who stayed at the hotel attended a wedding reception close by and had arranged the hotel bar to remain open from 12-2 to have an after hour's party. The hotel manager had assured us that this was secured and done in the past upon such occasions. When we returned from the reception at 11:50pm the bar was closing and the night manager and hotel staff were very rude to me and my friends. ""Nobody told us, we can't do anything for you."" ""Are you sure that you arranged this?"" Two quotes so typical for this hotel's staff that I know that I will never stay at this hotel again. I understand that mistakes are made and that communication can be difficult across different shifts in a hotel, but blaming the customer so being confused and failing to arrange what I know had been arranged for and was later confirmed by the day staff is too rude even for my taste.[-----]",truthful,2,not much complainer see reviewing post site talbott provided bad service feel need warn future traveler chicago girlfriend stayed talbott night late july first sign something wrong come initial booking room phone receptionist outright rude took reservation without mistake stay hotel restaurant staff extraordinary incompetent waiter manager nobody friendly tied accommodate u many others stayed hotel attended wedding reception close arranged hotel bar remain open hour party hotel manager assured u secured done past upon occasion returned reception pm bar closing night manager hotel staff rude friend nobody told u cant anything sure arranged two quote typical hotel staff know never stay hotel understand mistake made communication difficult across different shift hotel blaming customer confused failing arrange know arranged later confirmed day staff rude even taste
"Avoid The Talbot, especially for group functions. My in-laws spent a great deal of time trying to find just the right hotel to use for our wedding party and several out of town guests. They were lured in by promises from The Talbot, that since they were a small boutique hotel that they could provide ""special, personal treatment"". Nothing could have been further from the truth. They failed to honor two requests to keep the bar open after our reception, they persistently confused reservation requests, they front desk failed to contact the valet despite multiple requests and nearly caused of my guests, his wife, and his two year old daughter to miss their departing flight. Now the worse part. Mistakes are made, even hotel managers are human, but where a hotel, which is supposed to be in the hospitality service, can distinguish itself is in how they handle and correct the error. Case in point: I had requested on several occasions when I made the reservations for my family that they all be placed under my credit card, all expenses, they assurred me that this would be no problem. Of course, when my brother, his wife, and asthmatic five year old arrived to searing hot and humid Chicago after six hours of travel they wouldn't let them check in until they physically saw my card... again despite them having my card on record, and despite my explaining this to them over the phone. My brother recalls the ""indignation"" of the desk clerk when he mentioned that the charges were to be put on my card. Then Another guest, in this case my older brother, came by and put the charges onto his card so that the five year old could escape the heat and the prolonged waiting in the lobby. When I finally was able to get across town, leaving a Cubs game early, I again spoke to them about putting all the charges on my account. Again they agreed, but never did anything about it. In the end when my older brother checked out on Sunday he was told everything was alright, but when he went to his ATM his account was frozen from ""unathorized overuse"". The hotel kept billing his debit card automatically for multiple charges ubtil his account was essentially drained. When he got home he had to take an entire day off to discuss with his bank how to rectify these events. I spent Sunday afternoon for an hour and three hours on Monday, the first two days of my honeymoon on the phone, calling The Talbot, the credit card fraud division, my brother, etc trying to solve this situation. The most aggregious insults continued to come form the covering manager, who at one point suggested that ""I was mistaken about coming back down to talk with the desk clerk about these matters"".... this was a witnessed event, and her insinuation was that I was lying, and that there was no way her clerk could have made a mistake. In the end, there is no one running this place... managers from one department refer you to the manager of another departments voice mail. When I was finally able to get the name of the general manager (after two days)m neither he nor his assistant would ever call back. The communication between the staff and mangement is non-existant. Fortuneatly the staff at the Signature Room (where we had the reception) was beyond excellent so the day was not lost, but the The Talbot went out of its way to insult and poorly serve my family and many of our wedding guests. Try The Ambassador East (same neighborhood) cheaper, much more professional staff.",truthful,2,avoid talbot especially group function inlaws spent great deal time trying find right hotel use wedding party several town guest lured promise talbot since small boutique hotel could provide special personal treatment nothing could truth failed honor two request keep bar open reception persistently confused reservation request front desk failed contact valet despite multiple request nearly caused guest wife two year old daughter miss departing flight worse part mistake made even hotel manager human hotel supposed hospitality service distinguish handle correct error case point requested several occasion made reservation family placed credit card expense assurred would no problem course brother wife asthmatic five year old arrived searing hot humid chicago six hour travel wouldnt let check physically saw card despite card record despite explaining phone brother recall indignation desk clerk mentioned charge put card another guest case older brother came put charge onto card five year old could escape heat prolonged waiting lobby finally able get across town leaving cub game early spoke putting charge account agreed never anything end older brother checked sunday told everything alright went atm account frozen unathorized overuse hotel kept billing debit card automatically multiple charge ubtil account essentially drained got home take entire day discus bank rectify event spent sunday afternoon hour three hour monday first two day honeymoon phone calling talbot credit card fraud division brother etc trying solve situation aggregious insult continued come form covering manager one point suggested mistaken coming back talk desk clerk matter witnessed event insinuation lying no way clerk could made mistake end no one running place manager one department refer manager another department voice mail finally able get name general manager two daysm neither assistant would ever call back communication staff mangement nonexistant fortuneatly staff signature room reception beyond excellent day not lost talbot went way insult poorly serve family many wedding guest try ambassador east neighborhood cheaper much professional staff
"The Talbott Hotel itself is a bit worn around the edges. No - not a bit worn - very much so I'm sorry to say. Although the location a block and a half from the best part of Michigan Ave. can't be beat, and the level of service is on par with many Four Seasons, there were quite a few bumps in the road. Number one, the rooms are quite dreary - brown on brown is just so not pleasing. The desk chair was so badly worn that the ""lift"" button simply swirled down when you sat in it and no we're not grossly obese. The back of the chair leaned so much it was uncomfortable. My husband had to use 2 couch pillows to use it - one to get him up to desk heighth, one up against his back to scoot him up to the desk. The bathroom was oddly arranged so that the door swung up right next to the sink, so if you were using the far sink and someone needed to enter the bathroom you got hit with the door. The towels were very well worn and thin, although bath sized, which was a plus. The restaurant downstairs is practically another posting - suffice to say, it was horrific. We had some appetizers outside on the nice streetside tables, and they (appetizers) were awful and looked as though a child had tossed them together in the kitchen. A room service sandwich ordered later in our visit was totally wet on the side, served on a large white plate, and was one slice of meat and one slice of plastic American cheese on a grocery store-like roll - very very sad. Even the menu, as limited as it was, looked as though someone's child had written it out. The good news is that Chicago is a fairly well-read restaurant town so there are plenty of other places to go. Unfortunately for us, the 3 days we stayed there was a large convention and jazz festival in town so we paid $325/nt for our disappointments. The good news is that the mini bars' wares were incredibly well-priced - when's the last time you had a $4 beer anywhere in a hotel? (even if it was Bud and Bud lite - lol!~) The front desk and curbside staff could not have been more accommodating. The water out of the shower was hot and plentiful, and the bed comfortable. The A/C was not noisy nor uncomfortable whatsoever, and we had it going the entire time as it was in the 90's our entire stay. Free wi-fi - YES! And it wasn't horribly grindingly slow! No need for the advertised ""upgrade"" for faster wi-fi. Talbott - please update your rooms and get a new restaurant concept and you will be ahead of the game. Apparently there are enough folks getting deals on rooms here so they are pleased, but we were sadly not.",truthful,2,talbott hotel bit worn around edge no not bit worn much im sorry say although location block half best part michigan ave cant beat level service par many four season quite bump road number one room quite dreary brown brown not pleasing desk chair badly worn lift button simply swirled sat no not grossly obese back chair leaned much uncomfortable husband use couch pillow use one get desk heighth one back scoot desk bathroom oddly arranged door swung right next sink using far sink someone needed enter bathroom got hit door towel well worn thin although bath sized plus restaurant downstairs practically another posting suffice say horrific appetizer outside nice streetside table appetizer awful looked though child tossed together kitchen room service sandwich ordered later visit totally wet side served large white plate one slice meat one slice plastic american cheese grocery storelike roll sad even menu limited looked though someone child written good news chicago fairly wellread restaurant town plenty place go unfortunately u day stayed large convention jazz festival town paid nt disappointment good news mini bar ware incredibly wellpriced whens last time beer anywhere hotel even bud bud lite lol front desk curbside staff could not accommodating water shower hot plentiful bed comfortable ac not noisy uncomfortable whatsoever going entire time entire stay free wifi yes wasnt horribly grindingly slow no need advertised upgrade faster wifi talbott please update room get new restaurant concept ahead game apparently enough folk getting deal room pleased sadly not
"I selected the Talbott after 3 hrs comparing hotels online. We have had wonderful experiences with boutiques (Monaco, Allegro) and assumed this would be comparable. Good points: the lobby is beautiful, and one staff member took roses I bought for my wife and arranged them nicely. The many problems: When my wife called with a question on our arrival day, the agent could find no reservation -- 15 mins later she was transferred to another person who found the record instantly. When we arrived, the lobby was stuffed with students; nobody tried to manage the group, several of whom pushed ahead to the check-in desk. We left our bags and went out for 2 hrs so we could check in with less hassle. We finally were checked in, after waiting 15 mins while the confused desk clerk searched for rooms. When we got there, our room had not been made up from the last guest. When we complained, we were given an ""upgrade"" to a room that was old and uninspired. Chairs are scuffed, closet shelves are bowed, the air conditioner is noisy, and a wall lamp is loose. The view is of a construction site. Movies-on-demand are dated. We expect this from a budget hotel, not one positioning itself as elegant and upscale. When we returned after an evening out, the card reader to open the main doors did not work. One staff member admonished us (really) for not using the reader, when in fact we had tried. This was embarrassing, as others were standing in the lobby. I tried to access the hotel's wifi network, but was only given a $9.95 upgrade option. I called the desk, and was told to ""click past it"", which of course did nothing. It wasn't until 2 hrs later the complimentary access worked. We are pretty easygoing; we love good treatment and tip handsomely. If we had only 1or 2 problems, we wouldn't write. In fact, we would not have written except the hotel did not make things right. The president wrote a letter, and suggested others at the hotel would be in touch...nobody ever was.",truthful,2,selected talbott hr comparing hotel online wonderful experience boutique monaco allegro assumed would comparable good point lobby beautiful one staff member took rose bought wife arranged nicely many problem wife called question arrival day agent could find no reservation min later transferred another person found record instantly arrived lobby stuffed student nobody tried manage group several pushed ahead checkin desk left bag went hr could check less hassle finally checked waiting min confused desk clerk searched room got room not made last guest complained given upgrade room old uninspired chair scuffed closet shelf bowed air conditioner noisy wall lamp loose view construction site moviesondemand dated expect budget hotel not one positioning elegant upscale returned evening card reader open main door not work one staff member admonished u really not using reader fact tried embarrassing others standing lobby tried access hotel wifi network given upgrade option called desk told click past course nothing wasnt hr later complimentary access worked pretty easygoing love good treatment tip handsomely problem wouldnt write fact would not written except hotel not make thing right president wrote letter suggested others hotel would touchnobody ever
"This is a great hotel but there is no way that I would recommend it until the construction around it is complete. The elevator is the alley starts for the construction site behind at 5:30am and goes on into the night. Dumpster filling and emptying also seems to go on 24/7. Worst of all, the restaurant is open to the sidewalk cafe here and the rats go scampering from the construction next door to street to grating. Ugh!",truthful,2,great hotel no way would recommend construction around complete elevator alley start construction site behind go night dumpster filling emptying also seems go worst restaurant open sidewalk cafe rat go scampering construction next door street grating ugh
"If you asked me two years ago, I would have recommended the Talbott Hotel without hesitation to anyone who asked. Now, I have definitely changed my mind. While this hotel is located in a nice area of Chicago, surrounded by great restaurants, shops and affluent people, it has really begun to slowly downgrade. As noted by my reviews, I am incredibly serious about customer service. If you're in the hospitality industry, there is really no excuse for falling short in this category--- but alas, the Talbott really has. The door staff don't say a word, the desk people acknowledge you only when they are not doing a million other things (which they always are) and the staff have an air of snobbishness. Inexcusable since we, the customers, are paying to stay at their over-priced hotel. Perhaps the most annoying aspect of my latest stay was that I had to walk down 11 flights of stairs to get to the lobby of the hotel because I waited a solid 15 minutes for the elevator, which, when it arrived, was packed to the brim. I get that it's an old hotel, but it is incredibly annoying that they only have two elevators for the entire place and when one is down for construction, the other one overflows with people and I am forced to walk ELEVEN flights to simply get to my dinner reservation on time (which I didn't.) I will not continue giving this hotel my business and have other better recommendations to give to friends who plan on visiting.",truthful,2,asked two year ago would recommended talbott hotel without hesitation anyone asked definitely changed mind hotel located nice area chicago surrounded great restaurant shop affluent people really begun slowly downgrade noted review incredibly serious customer service youre hospitality industry really no excuse falling short category ala talbott really door staff dont say word desk people acknowledge not million thing always staff air snobbishness inexcusable since customer paying stay overpriced hotel perhaps annoying aspect latest stay walk flight stair get lobby hotel waited solid minute elevator arrived packed brim get old hotel incredibly annoying two elevator entire place one construction one overflow people forced walk eleven flight simply get dinner reservation time didnt not continue giving hotel business better recommendation give friend plan visiting
